,Item_Identifier,Outlet_Identifier,Outles_Sales
1448,FDL02,OUT035,2753.888164949061
1449,NCI06,OUT035,-683.5945779391714
1450,FDQ14,OUT045,5447.499260121876
1451,FDQ12,OUT017,3691.0088572457776
1452,FDP36,OUT046,922.0013347367984
1453,FDK21,OUT027,3167.211366297365
1454,FDO40,OUT045,-921.2087628354043
1455,NCK54,OUT019,4019.055638943286
1456,FDY09,OUT018,1481.827556016665
1457,NCW30,OUT049,3171.2877260549585
1458,NCC55,OUT027,3767.94126875457
1459,FDE58,OUT018,3148.896727960867
1460,FDR39,OUT013,3424.9514456738852
1461,FDU28,OUT049,2978.2989907666224
1462,FDH08,OUT017,-74.32165034174045
1463,FDG35,OUT045,4130.36536879426
1464,FDG22,OUT049,3441.2868781050897
1465,FDC34,OUT035,2726.654830217484
1466,FDP15,OUT018,2004.362788129594
1467,FDK34,OUT010,4417.813619873683
1468,FDU45,OUT035,-253.42910170798382
1469,FDQ04,OUT027,2654.1365095348606
1470,FDX22,OUT018,2989.8995704050767
1471,FDB45,OUT017,1845.666396112581
1472,NCH43,OUT027,2880.3424680425087
1473,DRE60,OUT046,1400.6811469774204
1474,FDD17,OUT027,2151.6514586639514
1475,NCM54,OUT017,3795.6036350354825
1476,NCH55,OUT013,-20.833959436226223
1477,NCT06,OUT017,659.7365064444143
1478,FDA48,OUT027,4158.26554269838
1479,FDY58,OUT027,2280.5529657932666
1480,FDO25,OUT045,2702.1490680987263
1481,FDN50,OUT045,-411.2134523404727
1482,FDH35,OUT035,3236.9922547006913
1483,FDK09,OUT045,3635.5144596570253
1484,FDO16,OUT013,3076.7268778553416
1485,FDW11,OUT045,3042.4383804321856
1486,FDU47,OUT027,3440.405441537161
1487,NCQ42,OUT010,3946.8961910597386
1488,FDK55,OUT027,1824.3906635721044
1489,FDN08,OUT049,972.8376314630802
1490,FDT57,OUT045,1942.2686258586316
1491,FDJ12,OUT018,2976.792441394545
1492,DRL59,OUT017,1592.4273453843773
1493,NCN53,OUT046,684.9653175784322
1494,FDO51,OUT010,3319.84358324861
1495,FDK56,OUT017,3584.5125035554097
1496,FDY12,OUT035,-604.076614463147
1497,FDU15,OUT035,3031.071528051504
1498,FDQ19,OUT046,2679.807149732289
1499,DRF15,OUT045,2706.5990184256743
1500,DRE25,OUT019,2115.3305000907812
1501,FDK57,OUT018,-112.23688875842913
1502,FDD33,OUT010,757.4040329111629
1503,FDR34,OUT027,1585.9365497172093
1504,FDU04,OUT045,5561.50328165714
1505,FDE35,OUT019,3049.3268413926176
1506,NCD31,OUT035,4246.789302798023
1507,FDJ56,OUT035,3270.3957204791122
1508,NCU53,OUT046,3247.277915573053
1509,FDD39,OUT035,2924.9686346788685
1510,NCU17,OUT019,3827.3818570594376
1511,FDJ20,OUT046,2519.916955402149
1512,NCW41,OUT018,1416.052114397283
1513,FDL52,OUT035,2088.769324487619
1514,FDS39,OUT035,3789.052078847497
1515,DRJ47,OUT045,1829.271973117608
1516,FDP13,OUT010,-358.8836922548735
1517,DRK39,OUT010,3013.1414020726047
1518,FDF28,OUT010,690.7113004273533
1519,FDB09,OUT045,2657.7785501801036
1520,FDM51,OUT046,2367.7916567446255
1521,DRM49,OUT018,2139.4693005030376
1522,DRF23,OUT013,1353.4785051329766
1523,DRH01,OUT035,5405.424119194389
1524,FDH12,OUT027,3397.407852112476
1525,FDA28,OUT019,2727.7509861408453
1526,FDW37,OUT018,1631.463489145967
1527,FDF02,OUT046,1583.089504675866
1528,DRL37,OUT046,1295.6745145224897
1529,NCF43,OUT046,2761.815141928444
1530,FDH08,OUT010,807.6480248305012
1531,FDR34,OUT019,2432.5714774101807
1532,NCK19,OUT049,2917.402190488853
1533,NCD55,OUT018,1437.4483970245556
1534,FDT27,OUT049,2779.139782235756
1535,FDQ57,OUT045,1613.6556836351353
1536,FDA47,OUT035,2635.7096304681354
1537,DRG15,OUT027,980.5040102631042
1538,FDE05,OUT018,2507.655297586309
1539,FDN46,OUT046,3308.037461595116
1540,FDX27,OUT027,975.1888840140825
1541,FDT51,OUT045,3847.742211644478
1542,FDU33,OUT013,2595.195505364005
1543,FDJ16,OUT027,421.2422343971582
1544,FDD20,OUT019,2182.4232291730195
1545,FDT36,OUT049,1653.3750093894357
1546,DRF15,OUT027,1770.574989516005
1547,FDN52,OUT010,627.3944682631575
1548,FDC22,OUT027,734.5041835132729
1549,FDX15,OUT045,1660.1763701761633
1550,FDT13,OUT013,2560.8221252159906
1551,FDU04,OUT017,2620.0382724215524
1552,FDU31,OUT019,2687.7282449412114
1553,FDW59,OUT027,1922.4554420635347
1554,NCO29,OUT046,4056.5288959526015
1555,FDL15,OUT035,1132.4164004097624
1556,FDI41,OUT049,3389.436166983512
1557,FDQ48,OUT049,1918.402134326351
1558,DRI39,OUT013,2290.582089768437
1559,FDI08,OUT013,2940.3162112881264
1560,FDC21,OUT049,801.5526626129938
1561,FDF58,OUT035,679.3512070555917
1562,FDS08,OUT010,2999.9518945984646
1563,FDE47,OUT045,1099.0882204596355
1564,NCP18,OUT019,2978.2349714869897
1565,NCR41,OUT013,4750.371767490426
1566,FDA27,OUT013,2732.4248630490397
1567,FDA43,OUT035,3397.4687185956655
1568,FDA49,OUT045,2133.2009835201497
1569,NCE55,OUT018,2431.0926865595443
1570,DRM49,OUT027,4144.43919834931
1571,FDF22,OUT027,1798.5906634206713
1572,FDQ15,OUT018,3787.637880043463
1573,NCS54,OUT017,3747.0960340372517
1574,NCY05,OUT013,707.3232815651104
1575,FDR45,OUT046,849.5099571901103
1576,FDK57,OUT049,976.8663919459334
1577,FDF41,OUT010,3843.0718774311617
1578,FDV21,OUT046,318.0965958178283
1579,FDD51,OUT046,3223.3873703744853
1580,FDF33,OUT046,661.230672220091
1581,FDA38,OUT046,3343.4523123517047
1582,FDR56,OUT045,1673.0161209573519
1583,NCN41,OUT017,4123.652346055958
1584,FDC60,OUT027,2633.4293721004924
1585,FDB47,OUT045,1589.6250250420494
1586,DRH01,OUT013,2929.6794281579796
1587,FDW08,OUT046,2876.800524115049
1588,FDF38,OUT027,-667.1456844082793
1589,FDY32,OUT017,3554.612279586122
1590,FDG34,OUT049,1535.7291014144364
1591,FDG47,OUT019,3037.1933706661252
1592,NCF18,OUT035,3120.085653656124
1593,FDL39,OUT019,3590.4591463920633
1594,NCH55,OUT035,4103.499474617012
1595,DRJ35,OUT049,1389.2792291039013
1596,FDS44,OUT035,1185.5506054126763
1597,DRE01,OUT018,2624.391688782148
1598,FDY39,OUT013,1062.6214508048793
1599,FDY32,OUT018,3465.013431589204
1600,FDR33,OUT027,1075.5734779028933
1601,NCP50,OUT049,4300.127868593471
1602,FDZ47,OUT018,1788.3565055986562
1603,FDU57,OUT049,1680.3993541576963
1604,FDY44,OUT013,889.0450638496882
1605,DRH59,OUT018,-437.26657745917896
1606,FDB03,OUT027,3024.452764960203
1607,FDY46,OUT045,815.1733915453432
1608,FDM39,OUT045,3680.399879655296
1609,FDY36,OUT035,2602.057331510262
1610,NCM55,OUT035,2972.7921677753957
1611,FDJ50,OUT010,4018.2733618172083
1612,DRL60,OUT013,2077.8763779282654
1613,NCJ54,OUT049,3568.230844977673
1614,FDX59,OUT017,1035.3764786627144
1615,FDI07,OUT013,3239.3692900953392
1616,DRF51,OUT010,345.6180391949599
1617,FDM14,OUT017,613.8362967528235
1618,FDP21,OUT045,863.8572976395606
1619,FDE40,OUT035,2135.981482098181
1620,FDE05,OUT035,687.5682592426303
1621,FDM13,OUT027,3084.4705429230403
1622,FDC34,OUT027,2155.9532383572623
1623,NCI55,OUT018,898.0086897414849
1624,NCE43,OUT018,3931.0150282784043
1625,FDW58,OUT018,2088.72174319914
1626,FDG60,OUT045,909.1505275056223
1627,FDV31,OUT017,4985.985889492074
1628,FDR47,OUT013,653.6200949178465
1629,FDM60,OUT019,1175.7641157568466
1630,NCF06,OUT018,1594.2937649477158
1631,NCN26,OUT027,702.3593147599315
1632,FDQ59,OUT049,1421.8849550035648
1633,FDF09,OUT046,3079.553697671129
1634,NCS06,OUT017,2559.3284553197054
1635,FDT44,OUT046,2508.4040217896627
1636,FDI19,OUT017,1922.0531752070538
1637,FDT22,OUT017,2873.0200159115248
1638,NCF54,OUT027,1355.2957691211554
1639,DRG25,OUT045,2787.2836435685545
1640,FDB59,OUT017,1730.0691556997892
1641,FDQ37,OUT017,3247.4110145528653
1642,FDP56,OUT035,-138.93669229393663
1643,FDW44,OUT035,2474.253311704074
1644,FDJ26,OUT010,537.3205485960259
1645,FDU43,OUT018,2758.9197965430703
1646,FDW33,OUT045,1808.5629440485334
1647,NCX53,OUT027,2615.368654049318
1648,FDN56,OUT010,2434.6039807022507
1649,DRF15,OUT049,2966.624535192833
1650,FDO33,OUT017,3374.8003291431432
1651,FDZ39,OUT010,-1302.1204797032517
1652,NCJ19,OUT017,771.6635591269941
1653,FDU01,OUT035,902.1144407602236
1654,FDT12,OUT035,4167.461838098228
1655,NCM18,OUT018,1757.999907799748
1656,FDP19,OUT017,1948.4294258997115
1657,NCR42,OUT049,403.7948220399005
1658,FDN10,OUT046,3561.535715164742
1659,FDG44,OUT017,1199.5263514354324
1660,FDQ10,OUT046,2978.6466771087153
1661,DRH13,OUT049,2466.473641943683
1662,FDT52,OUT013,1722.942529937562
1663,FDM56,OUT045,2046.749651199214
1664,NCO43,OUT010,1726.3670866280197
1665,NCV29,OUT035,3741.6755491601934
1666,NCF06,OUT013,620.3298373169457
1667,FDO50,OUT035,3733.004266902796
1668,FDT59,OUT013,1084.7255265071453
1669,FDX40,OUT027,3647.029950509711
1670,FDE50,OUT017,2093.149188835253
1671,FDX51,OUT017,1494.2047784280746
1672,NCD30,OUT018,2383.7368952214174
1673,FDK15,OUT013,3531.5771520515673
1674,FDL12,OUT045,1682.0888100091775
1675,FDK46,OUT017,2203.172292764444
1676,DRH49,OUT010,1033.8481739854774
1677,FDQ57,OUT046,1428.5257004176642
1678,FDY59,OUT017,2682.1768699516283
1679,FDO09,OUT018,3486.3489620092378
1680,NCG30,OUT035,2006.928262080323
1681,FDM09,OUT017,691.0124686836642
1682,NCN17,OUT027,4193.2121655577885
1683,NCS42,OUT013,2714.524121066127
1684,FDD02,OUT019,1554.0570647845386
1685,FDE34,OUT013,3605.6900343680177
1686,FDU38,OUT045,898.2710474088251
1687,FDB33,OUT046,1054.7032675958435
1688,NCJ29,OUT017,2463.3621085669665
1689,FDZ27,OUT035,2450.0996099194567
1690,FDI40,OUT013,2558.107017637726
1691,FDG22,OUT013,2836.2271834639796
1692,FDT51,OUT017,2308.9220084011404
1693,FDF20,OUT018,2293.0115777561805
1694,FDV50,OUT035,2494.8849880296293
1695,FDT02,OUT049,3171.711376595287
1696,DRC49,OUT017,2116.6091210760014
1697,FDF26,OUT049,1870.8804376326577
1698,FDV52,OUT035,1497.1152464236864
1699,FDX59,OUT049,760.854014871303
1700,FDV25,OUT035,5039.913101913868
1701,FDW23,OUT027,143.1048289987807
1702,FDE53,OUT018,2722.999354594368
1703,FDA19,OUT017,2769.2462181930246
1704,FDH22,OUT046,2729.8365690181163
1705,NCO41,OUT013,3879.4608319151976
1706,FDX12,OUT017,5439.4502696837135
1707,FDF17,OUT013,3321.4643529614277
1708,FDS11,OUT045,-500.85385825663866
1709,FDR51,OUT035,2712.47274195297
1710,FDT49,OUT010,4899.184832698253
1711,FDC56,OUT013,626.8739493176861
1712,FDR13,OUT027,1949.7924689042077
1713,FDQ60,OUT035,2055.5473833705582
1714,FDN38,OUT049,3081.716123255783
1715,NCL29,OUT013,413.0881451241396
1716,FDO13,OUT027,3003.481103791292
1717,FDE26,OUT018,2025.3079420852537
1718,FDA31,OUT010,965.2810833032195
1719,FDX14,OUT035,2040.974081821137
1720,FDA34,OUT045,2472.5453847822964
1721,FDF26,OUT013,2349.2195879760784
1722,FDE38,OUT045,2425.025020764023
1723,DRI11,OUT046,1640.9185368233743
1724,FDQ60,OUT027,4097.3508704241
1725,FDL21,OUT027,592.3038151309413
1726,DRC12,OUT027,2037.6380084968835
1727,FDC47,OUT046,2471.7658489430614
1728,FDE57,OUT045,1045.1017911673034
1729,FDT14,OUT045,3927.6039241437165
1730,NCZ53,OUT046,3574.6570478268204
1731,FDE28,OUT018,640.8673360996706
1732,FDR19,OUT035,2836.673390002102
1733,NCF54,OUT019,1642.0799022049155
1734,FDZ08,OUT046,1058.7606722223356
1735,NCJ05,OUT018,2374.9677988631697
1736,FDF59,OUT046,1949.529075070003
1737,NCO05,OUT035,2937.316228927298
1738,FDW24,OUT018,725.0867689511006
1739,NCX42,OUT018,1546.9855587315506
1740,NCA53,OUT035,1536.5045328112421
1741,FDI45,OUT019,912.5835771601222
1742,FDG46,OUT046,2628.110511561945
1743,FDM20,OUT010,1682.9524724732955
1744,FDW11,OUT010,1072.602485540226
1745,FDX08,OUT035,4187.4048531971775
1746,NCK17,OUT035,953.7856277707353
1747,FDK32,OUT018,1045.9288250748782
1748,NCA42,OUT035,2607.9199429466266
1749,DRI01,OUT035,3639.0779462652013
1750,NCL55,OUT049,4202.929537424349
1751,DRE25,OUT018,3875.670897388124
1752,FDD14,OUT017,-1177.897812097126
1753,FDB10,OUT046,1388.1463354864009
1754,DRN11,OUT035,-266.17485358274644
1755,FDP38,OUT018,3839.9267212450463
1756,NCA30,OUT017,2901.279225430982
1757,FDT15,OUT017,3603.0958820019446
1758,NCP55,OUT018,-121.5325694324656
1759,FDF12,OUT035,4183.199294553127
1760,FDM21,OUT018,1361.2286003080876
1761,FDX56,OUT035,2156.143076019547
1762,FDF10,OUT017,2963.2744073425974
1763,FDT32,OUT045,1756.8951084973564
1764,FDM51,OUT018,1454.9461857333076
1765,NCR50,OUT018,4560.151896577052
1766,FDI19,OUT049,3263.9430538583333
1767,FDX21,OUT017,3149.882110796439
1768,FDR31,OUT035,1653.4085467524822
1769,FDY02,OUT013,2554.149301297465
1770,NCA29,OUT045,1348.3199818824762
1771,NCX17,OUT046,2880.275739635871
1772,FDM12,OUT045,2737.5540835127
1773,FDI53,OUT027,626.2826323446532
1774,NCU30,OUT049,3926.686009735655
1775,FDC56,OUT027,2458.8642156589963
1776,FDK27,OUT018,-119.73758955180347
1777,NCK18,OUT017,3107.3665685043156
1778,FDB52,OUT019,2310.491520832834
1779,DRG25,OUT027,2949.7862627494296
1780,FDZ13,OUT049,2248.986974471262
1781,FDB57,OUT019,2105.097851800566
1782,FDR40,OUT046,1926.400364154169
1783,NCO14,OUT019,2399.324487702515
1784,NCN19,OUT045,2528.3985391909905
1785,FDQ28,OUT019,3906.044291547337
1786,FDO13,OUT018,3677.1768867567166
1787,FDK48,OUT013,2971.6977551540226
1788,FDU07,OUT018,431.07313152431493
1789,FDW20,OUT046,878.6096688445157
1790,FDV12,OUT010,4127.192887782344
1791,FDH24,OUT013,-296.52436173718115
1792,FDV59,OUT049,810.1582335609579
1793,FDK57,OUT045,846.1848655616741
1794,FDL16,OUT027,2420.830315101145
1795,NCQ17,OUT046,799.0161987010661
1796,FDJ15,OUT018,1015.0075853980165
1797,FDX24,OUT049,1763.8827974034284
1798,FDT47,OUT046,2835.4308192625476
1799,FDT10,OUT049,629.9792253319317
1800,FDZ37,OUT018,993.860875311138
1801,FDW43,OUT027,2116.7398156063455
1802,DRN36,OUT017,3383.3789543333105
1803,FDJ14,OUT045,2827.2496170565378
1804,FDA32,OUT013,3784.3651094521288
1805,FDJ38,OUT019,-321.2534346256457
1806,FDQ57,OUT017,1046.7548061470939
1807,NCQ41,OUT019,45.877332831470085
1808,FDG56,OUT049,769.9702940987779
1809,DRC13,OUT027,3163.1848397744598
1810,FDV55,OUT035,2434.934833662899
1811,FDQ49,OUT045,1081.8415730813747
1812,FDE29,OUT010,1719.5919174142068
1813,FDR03,OUT013,4182.560609055096
1814,FDD45,OUT049,-166.57156358506404
1815,FDN38,OUT010,3232.0922522439923
1816,FDT56,OUT046,1475.5050505572444
1817,FDT48,OUT045,3081.928094906644
1818,FDU03,OUT049,3411.4774001833684
1819,FDC56,OUT010,2027.9356638648694
1820,NCO43,OUT027,2022.2588252674623
1821,FDQ27,OUT017,3889.660053388932
1822,FDR03,OUT046,2218.2611493186632
1823,DRH23,OUT010,2898.3725336382277
1824,FDG22,OUT045,1233.9017838155034
1825,NCJ42,OUT013,3779.233206615505
1826,FDR24,OUT046,1358.9364135138399
1827,FDW60,OUT035,50.6758386382744
1828,FDJ08,OUT013,2569.611268690422
1829,DRL59,OUT018,66.36208817753436
1830,FDG60,OUT010,768.471965102245
1831,FDW27,OUT017,2372.8788126022805
1832,FDX14,OUT018,3915.924511244673
1833,FDC20,OUT013,2410.6431953279757
1834,NCS29,OUT018,4185.023758131709
1835,FDJ56,OUT046,3904.8219289637464
1836,FDB20,OUT019,3112.7444205490483
1837,FDL28,OUT027,2884.7072895992096
1838,FDW01,OUT018,2694.900797525049
1839,FDL03,OUT046,963.3518935699253
1840,FDX22,OUT049,848.9049153714562
1841,FDJ21,OUT035,-110.03600883259969
1842,FDR31,OUT045,3021.281027407376
1843,FDG21,OUT035,2680.9467681314836
1844,FDS22,OUT027,1884.0395851117764
1845,FDK08,OUT035,-396.12568977152387
1846,FDE17,OUT018,619.9058900095977
1847,NCN30,OUT017,-568.0649875481986
1848,FDT50,OUT046,3090.5868533338953
1849,NCX42,OUT049,1932.6499141490053
1850,FDJ12,OUT035,1718.157854974394
1851,NCA18,OUT027,2245.9459639992992
1852,FDP23,OUT019,535.7526514001004
1853,FDX12,OUT013,2770.562039642176
1854,FDN40,OUT018,-131.9263358438227
1855,FDV48,OUT035,196.18938423632335
1856,NCY54,OUT013,1441.6663056844884
1857,FDL16,OUT010,834.8572124483559
1858,FDR45,OUT018,1330.8246693027122
1859,FDJ52,OUT046,4485.342920071174
1860,DRG01,OUT017,751.3505498120157
1861,FDP52,OUT013,4183.683660259559
1862,FDU58,OUT017,2061.944007529557
1863,FDL02,OUT045,2029.4866257014162
1864,FDG28,OUT013,1474.0147503102867
1865,FDA19,OUT035,3158.4867135464197
1866,FDW46,OUT027,3101.5725452552874
1867,NCD43,OUT049,1334.8819728138399
1868,DRG39,OUT013,2841.2263756887505
1869,NCF55,OUT049,1782.2413060235517
1870,FDJ07,OUT046,2233.1203658249265
1871,FDE08,OUT046,3078.770554410158
1872,FDP56,OUT019,3049.3787602259017
1873,FDT45,OUT045,489.701447715888
1874,FDF17,OUT018,2814.0532715991426
1875,FDX44,OUT046,2234.977577967391
1876,FDM28,OUT027,2949.11732664662
1877,FDI36,OUT049,2505.492864336552
1878,FDS07,OUT045,2081.829010969292
1879,FDD36,OUT045,3862.988092437971
1880,FDW11,OUT046,640.500043698077
1881,FDN40,OUT049,3029.3873984938327
1882,NCQ18,OUT049,3428.202336527907
1883,NCQ54,OUT017,1208.632547483641
1884,NCS42,OUT045,902.7027428958611
1885,DRH39,OUT010,1927.29791425995
1886,FDC09,OUT027,3935.627489939035
1887,FDT08,OUT010,896.0555001571731
1888,FDC08,OUT035,1962.325372761462
1889,FDT20,OUT017,2142.5929367344447
1890,FDS35,OUT035,4006.0712771740136
1891,FDX58,OUT018,3414.425334162629
1892,FDW58,OUT046,2077.651418901729
1893,DRD27,OUT046,3212.274281594544
1894,FDH32,OUT019,1143.7373224952264
1895,FDS26,OUT035,3037.4531477669857
1896,FDQ31,OUT046,4031.336471119313
1897,FDP11,OUT018,917.1944436199326
1898,FDD58,OUT017,1799.4592842866334
1899,FDM33,OUT045,1999.4443445456764
1900,FDZ16,OUT049,3942.7516984155504
1901,NCS29,OUT010,4261.037454786613
1902,NCM18,OUT019,5495.688782705911
1903,FDP11,OUT049,4168.12741156253
1904,NCC42,OUT017,4142.378751242544
1905,DRM23,OUT046,2396.654740898405
1906,NCN55,OUT027,3702.9116466110345
1907,FDK46,OUT013,1076.3731238377754
1908,FDR01,OUT046,3884.2231618503215
1909,NCA05,OUT045,3886.0106743654565
1910,NCP43,OUT017,1798.2479677028896
1911,FDR12,OUT010,798.4378537795288
1912,FDQ01,OUT013,1000.1904464522606
1913,FDM13,OUT046,-1226.8244195899572
1914,FDQ19,OUT017,-447.0276772542718
1915,FDK56,OUT019,3831.7703044748746
1916,NCX06,OUT010,1673.5123237733399
1917,FDO56,OUT027,1998.4590741611873
1918,FDU45,OUT045,762.8002970213818
1919,FDI16,OUT019,1395.86130218885
1920,FDL32,OUT046,1787.251263614669
1921,FDA07,OUT046,-8.943288326101083
1922,FDA14,OUT045,3375.553322338811
1923,FDV46,OUT027,2949.870638342193
1924,NCO07,OUT035,4378.559364063782
1925,NCP41,OUT046,3486.272057268296
1926,FDY60,OUT018,3199.0004575829403
1927,FDN38,OUT017,745.9913489605412
1928,FDO15,OUT046,2037.1168389573945
1929,FDT60,OUT013,3113.427556075086
1930,FDA55,OUT035,2286.87627803571
1931,FDE02,OUT010,2074.308619086828
1932,DRJ39,OUT049,-826.3778781396477
1933,FDV34,OUT035,1764.3794470480707
1934,FDS20,OUT027,3444.491950915933
1935,FDF02,OUT027,1661.0998048436147
1936,FDW40,OUT017,1502.2565834405743
1937,NCB43,OUT046,1225.7020322044689
1938,FDR58,OUT017,1409.0687650495024
1939,DRJ59,OUT035,1929.4390702468158
1940,NCD30,OUT017,3235.142347621483
1941,FDE14,OUT017,2189.8992566557863
1942,FDC28,OUT018,3298.7252794122396
1943,FDU16,OUT018,2013.8224324675741
1944,NCD19,OUT035,3168.5922095058972
1945,FDU21,OUT046,2726.1091449767523
1946,FDV59,OUT027,2900.8791268961886
1947,FDU03,OUT045,2045.0716179032113
1948,FDC33,OUT010,1948.328297699302
1949,NCR42,OUT035,3936.9187609411997
1950,DRH59,OUT035,3424.6472494351483
1951,NCM31,OUT035,455.58818585659697
1952,FDS50,OUT035,1337.214386813891
1953,FDP39,OUT046,3839.2283088614945
1954,FDQ55,OUT013,3757.5326893741562
1955,FDV36,OUT019,1616.9290352904427
1956,FDI05,OUT027,1937.0913129220673
1957,FDS45,OUT027,2872.5393710759377
1958,FDA39,OUT045,1760.102809466776
1959,FDC37,OUT010,925.4216485338734
1960,FDJ60,OUT027,3149.7642808120113
1961,DRQ35,OUT046,4306.585351450618
1962,NCJ06,OUT046,424.5276185228129
1963,NCY42,OUT018,1862.573704416246
1964,DRM37,OUT049,3436.665478040975
1965,FDR14,OUT045,759.955000755481
1966,FDE51,OUT049,-1023.1859133948492
1967,FDT33,OUT017,3492.923819144023
1968,FDR08,OUT013,3412.091986591297
1969,FDE36,OUT010,2543.4294930802307
1970,FDL22,OUT019,4316.162900875177
1971,FDR44,OUT013,3788.755643273762
1972,FDI56,OUT019,1140.368904944207
1973,FDE47,OUT010,2395.0386614779104
1974,FDV27,OUT010,2841.879095898758
1975,FDV10,OUT049,2916.1447301916032
1976,FDC40,OUT045,131.1468779394454
1977,NCX41,OUT013,3217.7358306687706
1978,NCQ38,OUT027,903.5193451684917
1979,FDV12,OUT027,1157.4791103214875
1980,FDE52,OUT017,3860.0773277700587
1981,FDG20,OUT027,2437.6155988444298
1982,FDV16,OUT027,2015.2443408415893
1983,FDI32,OUT017,1975.610196226867
1984,FDJ32,OUT049,3987.4286991697427
1985,FDN39,OUT018,3600.7792709650867
1986,FDY34,OUT017,2433.80895660888
1987,FDC14,OUT035,4520.5759858675465
1988,FDA55,OUT017,614.4100819224554
1989,FDZ50,OUT010,2080.3433944762005
1990,DRG13,OUT049,-174.3885203343832
1991,FDP01,OUT013,2810.001797072749
1992,NCG54,OUT017,1639.2221418687461
1993,FDM13,OUT045,4076.9461775692935
1994,NCO18,OUT027,2363.865331165577
1995,NCW41,OUT013,746.7314187058009
1996,FDM52,OUT027,4195.53788291232
1997,NCF55,OUT035,1308.5260116494928
1998,FDT09,OUT046,5307.8436568592315
1999,NCM19,OUT035,1617.428759753946
2000,FDW12,OUT018,953.138168044354
2001,FDP15,OUT019,2468.8544580943358
2002,FDK36,OUT045,3172.705924385118
2003,FDZ25,OUT035,711.4535283417515
2004,NCW06,OUT049,3194.17558350544
2005,FDW60,OUT046,1439.026612279878
2006,DRC49,OUT013,2361.7409822508735
2007,NCT17,OUT035,3881.8055765580452
2008,NCN06,OUT018,3132.643604342789
2009,FDC45,OUT013,5002.75224851241
2010,DRJ47,OUT019,1749.1050604151567
2011,NCF06,OUT045,593.0177668976922
2012,FDE21,OUT010,1623.203234213504
2013,DRG27,OUT013,1623.6243683732696
2014,FDW40,OUT049,379.59410420073414
2015,NCO53,OUT046,989.8395654864364
2016,FDE23,OUT049,2147.7605389009213
2017,FDQ16,OUT046,1074.9535745832773
2018,FDS26,OUT045,745.3043497969857
2019,FDZ13,OUT010,4423.084424963199
2020,FDS14,OUT049,2014.1887042615383
2021,FDC10,OUT045,-999.5008594253304
2022,FDY16,OUT049,1214.4927861436788
2023,FDJ20,OUT035,2961.816507167126
2024,FDV43,OUT035,2365.394463154119
2025,FDZ32,OUT027,3752.4811683702214
2026,FDR23,OUT046,3703.177735777257
2027,FDN24,OUT035,1920.6356710493587
2028,FDE34,OUT027,2905.7128665902824
2029,FDU31,OUT013,1224.989022199258
2030,FDW33,OUT018,1836.591486995098
2031,FDU26,OUT046,2817.958844710237
2032,FDE20,OUT027,2794.348154850504
2033,NCW05,OUT035,1589.367443704022
2034,FDB22,OUT018,655.401436396335
2035,FDO56,OUT046,1926.644487650299
2036,FDA19,OUT027,2796.2472576807863
2037,DRI39,OUT045,2089.6011180561745
2038,FDH52,OUT018,3046.885001535124
2039,FDZ50,OUT035,621.5808305007154
2040,NCN42,OUT035,3837.971957556524
2041,FDB53,OUT013,802.7777675484916
2042,DRG11,OUT017,1504.2384829440734
2043,DRK11,OUT027,1784.3622255131806
2044,FDQ60,OUT017,791.2418722798456
2045,FDT36,OUT017,2783.557483304892
2046,DRG25,OUT018,2769.6153012947525
2047,DRJ23,OUT046,642.7343412220993
2048,FDG05,OUT035,733.042566857749
2049,NCK06,OUT018,2745.1029095024737
2050,FDU52,OUT017,3103.028769091451
2051,FDW07,OUT018,3161.229183737619
2052,NCM17,OUT045,1296.1171550548047
2053,FDA22,OUT045,2376.818985319428
2054,NCA41,OUT018,3768.4445388396366
2055,FDF38,OUT035,-1197.3751070400317
2056,FDH52,OUT046,2214.386755396804
2057,FDY58,OUT019,2986.128237572905
2058,FDZ16,OUT045,1484.3085438240255
2059,NCM18,OUT017,3613.86633658282
2060,FDA22,OUT018,1999.0115745841472
2061,NCJ43,OUT035,1972.7766616054948
2062,FDI34,OUT027,-488.13884866728154
2063,FDG56,OUT046,1835.198050361704
2064,FDS34,OUT046,1240.7574515330084
2065,DRC01,OUT035,1798.231525129003
2066,FDQ04,OUT035,1463.7804224750375
2067,FDK04,OUT035,2385.7999086520986
2068,FDT51,OUT049,2341.573056983065
2069,FDV26,OUT017,1613.476502267802
2070,FDS04,OUT049,1530.814701450644
2071,FDW43,OUT018,1721.0188666498361
2072,FDQ28,OUT010,2498.2954243638424
2073,NCK06,OUT017,3742.044205509499
2074,FDS23,OUT018,1438.7490614330245
2075,FDZ36,OUT019,1454.1897477237962
2076,FDE56,OUT018,2062.7917239033286
2077,FDW10,OUT027,3395.921474792385
2078,NCN14,OUT045,1170.5805766285769
2079,NCQ18,OUT045,850.6964514955512
2080,FDW08,OUT017,3099.5202026015836
2081,FDU43,OUT035,1186.7121839818726
2082,FDR33,OUT010,3118.434843787992
2083,FDM24,OUT010,3226.808148731993
2084,NCZ05,OUT046,4455.04677847243
2085,NCV41,OUT035,2856.219941523759
2086,FDV11,OUT018,648.0107911303108
2087,NCY05,OUT035,1895.8838515405512
2088,FDV44,OUT018,-1054.7662722986463
2089,FDW32,OUT049,2616.9658201951383
2090,NCU18,OUT027,778.1739814833679
2091,NCC43,OUT035,3964.0724954347425
2092,FDW19,OUT013,499.08694975182107
